Title,Link,Price,Year,KM Driven,Fuel Type,Transmission,Location,AI Highlights,Price (detail page),KM Driven (detail page),EMI,Fuel Type (detail page),Transmission (detail page),Owner
Skoda Kushaq 1.5 TSI Ambition,https://www.cardekho.com/used-car-details/used-Skoda-kushaq-15-tsi-ambition-cars-Kolkata_9451ca2e-ceaf-47c5-be49-16ce00bf80a1.htm,10.33L,2022,"29,023 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
1st owner, 29k km — records look solid on this Kushaq.
300-point inspection done. Warranty included.
Read full report",₹10.33 Lakh,"29,023 km","EMI from ₹25,650/mo",Petrol,Manual,1st Owner
Hyundai i10 Era 1.1 iTech SE,https://www.cardekho.com/used-car-details/used-Hyundai-i10-era-11-itech-se-cars-Kolkata_f8644367-cbcb-472d-8c78-2a3b155ea041.htm,1.75L,2011,"40,147 kms",Petrol,Manual,"Beleghata, Kolkata","AI Expert
ABOVE MARKET
2nd owner, 40k km — history looks solid on this i10.
Simple to run, easy to park.
Read full report",₹1.75 Lakh,"40,147 km",,Petrol,Manual,2nd Owner
Maruti Suzuki S-Presso VXI Plus 2019-2022,https://www.cardekho.com/used-car-details/used-Maruti-s-presso-vxi-plus-2019-2022-cars-Kolkata_5060ccf9-61f3-458a-9843-7abca62c5a89.htm?adId=33175&adType=41,3.25L,2020,"32,000 kms",Petrol,Manual,"Garia Bt, Kolkata","AI Expert
GREAT PRICE
1st owner, 32k km — history is traceable on this S-Presso.
Maruti service is available in almost every .
Read full report",₹3.25 Lakh,"32,000 km","EMI from ₹8,067/mo",Petrol,Manual,1st Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Kolkata_fe11b97b-5b3e-4427-9089-6f4bc9d9ea04.htm,2.95L,2015,"49,187 kms",Petrol,Manual,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, no accident, 49k km — key checks pass.
Comprehensive insurance — valid till June 2027.
Read full report",₹2.95 Lakh,"49,187 km","EMI from ₹23,901/mo",Petrol,Manual,1st Owner
Honda City i-VTEC CVT ZX,https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-zx-cars-Kolkata_2f8a2d3f-7d20-4e6a-b1d8-971b82c5c1dd.htm,4.50L,2017,"82,978 kms",Petrol,Automatic,"University, Kolkata","AI Expert
GREAT PRICE
1st owner, 83k km — ownership is clean on this City.
Price dropped ₹25k — now at ₹4.5L.
Read full report",₹4.50 Lakh,"82,978 km","EMI from ₹13,953/mo",Petrol,Automatic,1st Owner
Maruti Suzuki Baleno Delta Diesel,https://www.cardekho.com/used-car-details/used-Maruti-baleno-delta-diesel-cars-Kolkata_fe2a9b00-6932-46fa-b5d2-7eff3aa6e65c.htm,4.01L,2018,"41,140 kms",Diesel,Manual,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, 41k km — ownership details are clean on this Baleno.
Comprehensive insurance — valid till March 2027.
Read full report",₹4.01 Lakh,"41,140 km
Below avg","EMI from ₹9,943/mo",Diesel,Manual,1st Owner
MG Hector Savvy Pro CVT 2023-2025,https://www.cardekho.com/used-car-details/used-Mg-hector-savvy-pro-cvt-2023-2025-cars-Kolkata_0738896b-a32f-4976-8e28-5ea28b5e4267.htm?adId=30978&adType=41,14.50L,2023,"27,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
BELOW MARKET
1st owner, 27k km — history is clear on this Hector.
₹2.1L below what similar Hectors sell for.
Read full report",₹14.50 Lakh,"27,000 km
Below avg","EMI from ₹35,990/mo",Petrol,Automatic,1st Owner
Hyundai i10 Asta 1.2 AT with Sunroof,https://www.cardekho.com/used-car-details/used-Hyundai-i10-asta-12-at-with-sunroof-cars-Kolkata_c19568bf-e336-4d22-bad8-d90a79f436d6.htm,7.65L,2023,"19,206 kms",Petrol,Automatic,"University, Kolkata","AI Expert
GREAT PRICE
1st owner, 19k km — papers are clean on this i10.
300-point inspection done. Warranty included.
Read full report",₹7.65 Lakh,"19,206 km
Below avg","EMI from ₹18,984/mo",Petrol,Automatic,1st Owner
Maruti Suzuki Ertiga BSIV VXI,https://www.cardekho.com/used-car-details/used-Maruti-ertiga-bsiv-vxi-cars-Kolkata_be1d3e96-80de-49e1-9687-e4b6b965c353.htm,5.71L,2017,"24,000 kms",Petrol,Manual,"Garia Bt, Kolkata","AI Expert
GREAT PRICE
1st owner, 24k km — history is traceable on this Ertiga.
Only 24k km — lower than 85.4% of similar Ertigas on CarDekho.
Read full report",₹5.71 Lakh,"24,000 km
Below avg","EMI from ₹17,689/mo",Petrol,Manual,1st Owner
Hyundai Creta SX Tech,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-tech-cars-Kolkata_77b50b77-855e-4712-900b-31ffa033d1b3.htm,13.75L,2024,"44,000 kms",Petrol,Manual,Kolkata,"AI Expert
GREAT PRICE
1st owner, 44k km on this Creta — papers are clean.
Only 2 years old — near-new condition at used-car pricing.
Read full report",₹13.75 Lakh,"44,000 km","EMI from ₹34,128/mo",Petrol,Manual,1st Owner
Maruti Suzuki Swift Dzire LDI,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-ldi-cars-Kolkata_5763c306-4ef7-4376-8122-d2b3e60e1d84.htm?adId=32988&adType=41,3.25L,2014,"59,000 kms",Diesel,Manual,"Garia Bt, Kolkata","AI Expert
GREAT PRICE
1st owner, 59k km — history looks solid on this Swift Dzire.
Maruti service is available in almost every city and town.
Read full report",₹3.25 Lakh,"59,000 km",,Diesel,Manual,1st Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,https://www.cardekho.com/buy-used-car-details/used-Tata-nexon-12-revotron-xz-plus-dual-tone-cars-Kolkata_e9cbfcb9-335b-4330-93d8-fe1412270b19.htm,5.05L,2019,"60,351 kms",Petrol,Manual,"University, Kolkata","AI Expert
GREAT PRICE
1st owner, 60k km — ownership and odometer look steady on this Nexon.
Price dropped ₹56k — now at ₹5.1L.
Read full report",₹5.05 Lakh,"60,351 km","EMI from ₹12,546/mo",Petrol,Manual,1st Owner
Kia Carens Luxury Plus Turbo 2022-2023,https://www.cardekho.com/used-car-details/used-Kia-carens-luxury-plus-turbo-2022-2023-cars-Kolkata_382cba63-ac39-4ad2-9ed6-626b748a6ef9.htm,10.49L,2022,"45,000 kms",Petrol,Manual,"Kalighat, Kolkata","AI Expert
GREAT PRICE
1st owner, 45k km — history looks clean on this Carens.
Comprehensive insurance — valid till June 2027.
Read full report",₹10.49 Lakh,"45,000 km","EMI from ₹26,037/mo",Petrol,Manual,1st Owner
Hyundai Grand i10 1.2 Kappa Asta,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Kolkata_1ce9fdf1-7f80-4ba1-b6d3-d13b269421d5.htm,3.13L,2014,"24,459 kms",Petrol,Manual,"E.K.T, Kolkata","AI Expert
GREAT PRICE
1st owner, 24k km — history looks solid on this Grand i10.
Only 24k km — lower than 80% of similar Grand i10s on CarDekho.
Read full report",₹3.13 Lakh,"24,459 km
Below avg",,Petrol,Manual,1st Owner
Nissan Magnite Turbo XV BSVI,https://www.cardekho.com/used-car-details/used-Nissan-magnite-turbo-xv-bsvi-cars-Kolkata_a5fdbd4b-d911-40eb-837a-d349650b334b.htm?adId=32804&adType=41,4.99L,2022,"43,000 kms",Petrol,Manual,"J.b.s, Kolkata","AI Expert
BELOW MARKET
1st owner, 43k km — papers are clean on this Magnite.
Nissan Magnite offers a feature-rich cabin for its price segment.
Read full report",₹4.99 Lakh,"43,000 km
Below avg","EMI from ₹12,386/mo",Petrol,Manual,1st Owner
Ford Ecosport Signature Edition Petrol BSIV,https://www.cardekho.com/used-car-details/used-Ford-ecosport-signature-edition-petrol-bsiv-cars-Kolkata_b7932949-6d41-4b72-beba-c8e2e81d9203.htm,5.50L,2019,"50,000 kms",Petrol,Manual,"Cossipore, Kolkata","AI Expert
GREAT PRICE
1st owner, 50k km — ownership is clean on this Ecosport.
Ford exited India in 2021 — verify parts availability first.
Read full report",₹5.50 Lakh,"50,000 km","EMI from ₹13,652/mo",Petrol,Manual,1st Owner
Renault KWID RXT Optional,https://www.cardekho.com/used-car-details/used-Renault-kwid-rxt-optional-cars-Kolkata_fab697ce-529a-49fb-b708-af9defa852fa.htm,3.45L,2022,"12,239 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
1st owner, 12k km, insurance flagged — records look solid on this KWID.
Only 12k km — lower than 88% of similar KWIDs on CarDekho.
Read full report",₹3.45 Lakh,"12,239 km
Below avg","EMI from ₹8,567/mo",Petrol,Manual,1st Owner
Maruti Suzuki Alto 800 LXi,https://www.cardekho.com/used-car-details/used-Maruti-alto-800-lxi-cars-Kolkata_2dfa7b8b-6f7a-4f77-b818-42113eeb22c6.htm,1.34L,2013,"88,927 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
BELOW MARKET
2nd owner, 89k km — papers are clean on this Alto 800.
300-point inspection done. Warranty included.
Read full report",₹1.34 Lakh,"88,927 km",,Petrol,Manual,2nd Owner
Jaguar XF 2.0 Petrol Portfolio,https://www.cardekho.com/used-car-details/used-Jaguar-xf-20-petrol-portfolio-cars-Kolkata_3889bae5-ad51-438f-ac50-74f9142a7075.htm?adId=32131&adType=41,16L,2017,"40,000 kms",Petrol,Automatic,"Canal Circular Road, Phool Bagan, Kankurgachi, Kolkata","AI Expert
GREAT PRICE
4th owner, no accident, 40k km — records are clear on this XF.
Simple to run, easy to park.
Read full report",₹16 Lakh,"40,000 km","EMI from ₹49,567/mo",Petrol,Automatic,4th Owner
Maruti Suzuki Celerio ZXI Plus AMT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-celerio-zxi-plus-amt-bsvi-cars-Kolkata_e4cd6518-979a-417b-be7a-71d3d8dd35aa.htm,4.35L,2022,"40,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
1st owner, 40k km — history is traceable on this Celerio.
Low running cost for daily use.
Read full report",₹4.35 Lakh,"40,000 km","EMI from ₹10,797/mo",Petrol,Automatic,1st Owner
Honda Jazz 1.2 S i VTEC,https://www.cardekho.com/used-car-details/used-Honda-jazz-12-s-i-vtec-cars-Kolkata_7c6a9493-d555-4089-9bb7-03e6a321e231.htm,3.60L,2018,"60,000 kms",Petrol,Manual,"Haltu, Kolkata","AI Expert
GREAT PRICE
2nd owner, 60k km, no tampering — records look solid on this Jazz.
Honda engines are known to last well over high km.
Read full report",₹3.60 Lakh,"60,000 km","EMI from ₹8,936/mo",Petrol,Manual,2nd Owner
Kia EV6 GT line AWD,https://www.cardekho.com/used-car-details/used-Kia-ev6-gt-line-awd-cars-Kolkata_98e52388-72dc-4de9-92a4-504baec39436.htm,36L,2024,"23,700 kms",Electric,Automatic,"Salt Lake City, Kolkata","AI Expert
GREAT PRICE
1st owner, 24k km — history is traceable on this EV6.
Only 2 years old — near-new condition at used-car pricing.
Read full report",₹36 Lakh,"23,700 km
Below avg","EMI from ₹89,353/mo",Electric,Automatic,1st Owner
Volkswagen Polo Diesel Comfortline 1.2L,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-diesel-comfortline-12l-cars-Kolkata_65a2603e-504a-4e17-8aa0-e8ed257d0a7d.htm?adId=31243&adType=41,1.80L,2013,"58,000 kms",Diesel,Manual,"Alipore, Kolkata","AI Expert
GREAT PRICE
2nd owner, 58k km on this Polo — records look solid.
Simple to run, easy to park.
Read full report",₹1.80 Lakh,"58,000 km",,Diesel,Manual,2nd Owner
Ford Aspire 1.2 Ti-VCT Titanium,https://www.cardekho.com/used-car-details/used-Ford-aspire-12-ti-vct-titanium-cars-Kolkata_728d824c-487c-4902-8ca8-44d9ecb37cf5.htm,2.93L,2017,"66,345 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
2nd owner, no accident, 66k km — papers are clean on this Aspire.
Ford exited India in 2021 — verify parts availability first.
Read full report",₹2.93 Lakh,"66,345 km","EMI from ₹9,064/mo",Petrol,Manual,2nd Owner
Hyundai Creta SX Opt IVT BSVI,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-opt-ivt-bsvi-cars-Kolkata_c49692e0-fe24-4526-ae91-33b5a2c04a16.htm,10.75L,2021,"65,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
1st owner, 65k km, insurance verified — papers are clean on this Creta.
Read full report",₹10.75 Lakh,"65,000 km","EMI from ₹26,682/mo",Petrol,Automatic,1st Owner
Hyundai Grand i10 Nios Magna,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-nios-magna-cars-Kolkata_df34766e-0ea6-47ac-9b74-e8a6343bd0c3.htm,5.05L,2023,"29,714 kms",Petrol,Manual,"Airport Po, Kolkata","AI Expert
GREAT PRICE
1st owner, 30k km — history looks clean on this Grand i10 Nios.
Comprehensive insurance — valid till May 2027.
Read full report",₹5.05 Lakh,"29,714 km
Below avg","EMI from ₹12,535/mo",Petrol,Manual,1st Owner
Volkswagen Polo GT TSI,https://www.cardekho.com/used-car-details/used-Volkswagen-polo-gt-tsi-cars-Kolkata_318977b3-ebde-4f1e-ab77-bde8c48915d6.htm?adId=31241&adType=41,5.50L,2018,"70,000 kms",Petrol,Automatic,"Dakshindari Road, Ghoshpara, Lake Town, Kolkata","AI Expert
FAIR PRICE
3rd owner, 70k km, no tampering on this Polo GT TSI.
Simple to run, easy to park.
Read full report",₹5.50 Lakh,"70,000 km","EMI from ₹13,652/mo",Petrol,Automatic,3rd Owner
Tata Safari Storme EX,https://www.cardekho.com/used-car-details/used-Tata-safari-storme-ex-cars-Kolkata_99045c9e-5def-43c1-b694-dbda23fdb07f.htm,4.25L,2015,"90,000 kms",Diesel,Manual,"Kasba, Kolkata","AI Expert
GREAT PRICE
1st owner, 90k km — records look solid on this Safari Storme.
Simple to run, easy to park.
Read full report",₹4.25 Lakh,"90,000 km","EMI from ₹34,434/mo",Diesel,Manual,1st Owner
Maruti Suzuki XL6 Alpha,https://www.cardekho.com/used-car-details/used-Maruti-xl6-alpha-cars-Kolkata_2eae00c2-856d-418a-bb58-31e4c9001fbf.htm,6.50L,2019,"1,47,000 kms",Petrol,Manual,"Sahapur, Kolkata","AI Expert
FAIR PRICE
1st owner, no tampering — 147k km on this XL6.
Maruti service is available in almost every city and town.
Read full report",₹6.50 Lakh,"1,47,000 km","EMI from ₹16,134/mo",Petrol,Manual,1st Owner
Hyundai Creta 1.6 VTVT SX Plus,https://www.cardekho.com/used-car-details/used-Hyundai-creta-16-vtvt-sx-plus-cars-Kolkata_088168f4-383c-4561-8129-96d4df93660f.htm,4.70L,2017,"90,000 kms",Petrol,Manual,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
1st owner, 90k km — documents are clean on this Creta.
Creta holds resale value well for a used SUV buyer.
Read full report",₹4.70 Lakh,"90,000 km","EMI from ₹14,561/mo",Petrol,Manual,1st Owner
Mercedes-Benz E-Class E200 Edition E,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-e200-edition-e-cars-Kolkata_73cb6908-ec97-4ea7-8c3e-c6ed1bb470eb.htm?adId=32414&adType=41,19.25L,2017,"51,089 kms",Petrol,Automatic,"Salt Lake City, Kolkata","AI Expert
GREAT PRICE
1st owner, 51k km — history is traceable on this E-Class.
Mercedes feel at used-car pricing — badge, cabin, tech.
Read full report",₹19.25 Lakh,"51,089 km","EMI from ₹59,635/mo",Petrol,Automatic,1st Owner
Maruti Suzuki Swift Dzire VDI,https://www.cardekho.com/used-car-details/used-Maruti-swift-dzire-vdi-cars-Kolkata_5ada2cac-064d-4a44-abf8-16e7ca70e493.htm,2.20L,2013,"90,000 kms",Diesel,Manual,"Thakurpukur, Kolkata","AI Expert
BELOW MARKET
2nd owner, 90k km on this Swift Dzire — key checks are clear.
Simple to run, easy to park.
Read full report",₹2.20 Lakh,"90,000 km",,Diesel,Manual,2nd Owner
Maruti Suzuki Ignis Zeta AMT BSVI,https://www.cardekho.com/used-car-details/used-Maruti-ignis-zeta-amt-bsvi-cars-Kolkata_49aaf7fc-2572-457e-bb4d-9851f91c711a.htm,5.25L,2022,"30,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
1st owner, 30k km — documents are clean on this Ignis.
Maruti service is available in almost every city and town.
Read full report",₹5.25 Lakh,"30,000 km
Below avg","EMI from ₹13,031/mo",Petrol,Automatic,1st Owner
Honda Mobilio V i-VTEC,https://www.cardekho.com/used-car-details/used-Honda-mobilio-v-i-vtec-cars-Kolkata_eb0104c5-236e-4e6d-b539-e8b6e2c2d310.htm,3.65L,2015,"29,929 kms",Petrol,Manual,"Beleghata, Kolkata","AI Expert
GREAT PRICE
2nd owner, 30k km on this Mobilio — key checks pass.
Honda engines are known to last well over high km.
Read full report",₹3.65 Lakh,"29,929 km
Below avg","EMI from ₹29,573/mo",Petrol,Manual,2nd Owner
Maruti Suzuki Dzire VXI BSVI,https://www.cardekho.com/used-car-details/used-Maruti-dzire-vxi-bsvi-cars-Kolkata_c11e5b16-129c-4aa0-afd6-dcc52f253a29.htm?adId=32886&adType=41,4.50L,2021,"90,000 kms",Petrol,Manual,"Ashoke Road, Ashok Trust, Raipur, Ganguly Bagan, Kolkata","AI Expert
GREAT PRICE
1st owner, 90k km — ownership and odometer are clear on this Dzire.
Simple to run, easy to park.
Read full report",₹4.50 Lakh,"90,000 km","EMI from ₹11,170/mo",Petrol,Manual,1st Owner
Hyundai Venue SX Opt Diesel,https://www.cardekho.com/used-car-details/used-Hyundai-venue-sx-opt-diesel-cars-Kolkata_dade67bd-5817-47b0-8ff3-92ba5aff3e2b.htm,7.99L,2022,"55,000 kms",Diesel,Manual,"Bhowanipore, Kolkata","AI Expert
BELOW MARKET
1st owner, 55k km — papers are clean on this Venue.
Hyundai has a wide service network across India.
Read full report",₹7.99 Lakh,"55,000 km","EMI from ₹19,835/mo",Diesel,Manual,1st Owner
Hyundai Elantra 2.0 SX,https://www.cardekho.com/used-car-details/used-Hyundai-elantra-20-sx-cars-Kolkata_acc61f75-8549-4e4a-a366-02fe5086e946.htm,4.50L,2017,"39,000 kms",Petrol,Manual,Kolkata,"AI Expert
BELOW MARKET
2nd owner, no accident — 39k km is normal for a 9-year Elantra.
Hyundai has a wide service network across India.
Read full report",₹4.50 Lakh,"39,000 km","EMI from ₹13,941/mo",Petrol,Manual,2nd Owner
Hyundai Creta SX IVT,https://www.cardekho.com/used-car-details/used-Hyundai-creta-sx-ivt-cars-Kolkata_79c4f041-9c90-4725-bc33-54b83392fd29.htm,11.70L,2023,"38,000 kms",Petrol,Automatic,"Ballygunge, Kolkata","AI Expert
GREAT PRICE
1st owner, 38k km — history is traceable on this Creta.
Hyundai has a wide service network across India.
Read full report",₹11.70 Lakh,"38,000 km","EMI from ₹29,040/mo",Petrol,Automatic,1st Owner
Renault KWID 1.0 RXT 02 Anniversary Edition,https://www.cardekho.com/used-car-details/used-Renault-kwid-10-rxt-02-anniversary-edition-cars-Kolkata_d6d92127-e259-4bc7-83f8-1f5a18211acf.htm?adId=32802&adType=41,2.49L,2018,"37,000 kms",Petrol,Manual,"J.b.s, Kolkata","AI Expert
BELOW MARKET
1st owner, 37k km — history is traceable on this KWID.
Price dropped ₹16k — now at ₹2.5L.
Read full report",₹2.49 Lakh,"37,000 km","EMI from ₹6,181/mo",Petrol,Manual,1st Owner
Kia Seltos HTK Plus D,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htk-plus-d-cars-Kolkata_79670b9d-e8e7-4c0f-8a4b-d6269f11561c.htm,6.88L,2020,"87,223 kms",Diesel,Manual,"University, Kolkata","AI Expert
GREAT PRICE
1st owner, 87k km — key checks pass on this Seltos.
Price dropped ₹22k — now at ₹6.9L.
Read full report",₹6.88 Lakh,"87,223 km","EMI from ₹17,077/mo",Diesel,Manual,1st Owner
Tata Tiago XTA AMT,https://www.cardekho.com/used-car-details/used-Tata-tiago-xta-amt-cars-Kolkata_851313b3-2d1f-4370-9cc5-c00e54bc74da.htm,5L,2023,"18,000 kms",Petrol,Automatic,"Mahestala, Kolkata","AI Expert
GREAT PRICE
2nd owner, 18k km — key checks pass on this Tiago.
Only 18k km — lower than 90% of similar Tiagos on CarDekho.
Read full report",₹5 Lakh,"18,000 km
Below avg","EMI from ₹12,411/mo",Petrol,Automatic,2nd Owner
Mahindra XUV500 W6 2WD,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-w6-2wd-cars-Kolkata_13e3080a-2893-4faf-850a-ed49ce4e8bad.htm,3.99L,2014,"70,000 kms",Diesel,Manual,"Sarat Bose Road, Kolkata","AI Expert
BELOW MARKET
1st owner, 70k km — key checks pass on this XUV500.
Price dropped ₹35k — now at ₹4L.
Read full report",₹3.99 Lakh,"70,000 km",,Diesel,Manual,1st Owner
Jeep Compass 2.0 Limited 4X4,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-4x4-cars-Kolkata_acc9a013-6787-4bd8-9c51-f96295f63d7c.htm?adId=31987&adType=41,7.40L,2018,"48,000 kms",Diesel,Manual,"Middleton Row, Kolkata","AI Expert
GREAT PRICE
2nd owner, 48k km on this Compass — key checks pass.
Simple to run, easy to park.
Read full report",₹7.40 Lakh,"48,000 km","EMI from ₹18,367/mo",Diesel,Manual,2nd Owner
Volkswagen Taigun 1.0 Topline AT Sound Edition,https://www.cardekho.com/used-car-details/used-Volkswagen-taigun-10-topline-at-sound-edition-cars-Kolkata_dcae79a2-d551-4f11-968c-4ad6ec24b8f5.htm,14.40L,2024,"9,290 kms",Petrol,Automatic,"Dumdum Road, Kolkata",,₹14.40 Lakh,"9,290 km
Below avg","EMI from ₹35,742/mo",Petrol,Automatic,1st Owner
Kia Seltos HTX IVT,https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-ivt-cars-Kolkata_bec4df32-4c79-437c-83d4-915bddbb11e9.htm,11L,2023,"15,807 kms",Petrol,Automatic,"Rabindra Nagar, Kolkata",,₹11 Lakh,"15,807 km
Below avg","EMI from ₹27,303/mo",Petrol,Automatic,1st Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-bsiv-cars-Kolkata_0871bc57-d3b5-4a48-95e8-3812106acc9e.htm,3.50L,2017,"75,000 kms",Petrol,Manual,"Salt Lake City, Kolkata",,₹3.50 Lakh,"75,000 km","EMI from ₹10,843/mo",Petrol,Manual,1st Owner
Audi A4 Technology,https://www.cardekho.com/used-car-details/used-Audi-a4-technology-cars-Kolkata_9e8c53c6-02e1-4c0c-9e4c-4b9c3b8915bf.htm,43.17 Lakh,2024,"13,000 km
Below avg",,,,,₹43.17 Lakh,"13,000 km
Below avg","EMI from ₹1,07,149/mo",Petrol,Automatic,1st Owner
Jeep Compass 2.0 Limited Opt Diesel BSVI,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-opt-diesel-bsvi-cars-Kolkata_adec372b-7af0-45e3-ac59-1ed2dd8e4c3c.htm,10.50 Lakh,2021,"1,15,000 km",,,,,₹10.50 Lakh,"1,15,000 km","EMI from ₹26,062/mo",Diesel,Manual,2nd Owner
